customer_id,frequency,Recency,Monetary,R,F,M,RFM_score,Segments
529,6,2204,6036.22,3,2,2,322,Recent Users
530,3,2354,2816.79,2,1,1,211,Other
531,6,2253,5691.58,3,2,2,322,Recent Users
532,6,2220,7503.2699999999995,3,2,2,322,Recent Users
533,6,2194,8210.1,3,2,2,322,Recent Users
534,8,2198,8223.81,3,2,2,322,Recent Users
535,2,2265,1679.29,3,1,1,311,Can't Loose Customers
536,4,2224,4912.82,3,1,1,311,Can't Loose Customers
537,3,2241,2906.29,3,1,1,311,Can't Loose Customers
538,7,2196,8944.21,3,2,2,322,Recent Users
539,8,2228,7188.39,3,2,2,322,Recent Users
540,6,2271,4419.63,3,2,1,321,Price Sensitive
541,5,2329,6244.03,2,2,2,222,Loyal Customers
542,6,2230,6399.45,3,2,2,322,Recent Users
543,5,2192,4605.8,3,2,1,321,Price Sensitive
544,4,2365,4228.66,2,1,1,211,Other
545,6,2198,8697.36,3,2,2,322,Recent Users
546,5,2229,7164.9,3,2,2,322,Recent Users
547,6,2266,5913.53,3,2,2,322,Recent Users
548,7,2202,7497.25,3,2,2,322,Recent Users
549,8,2232,7971.78,3,2,2,322,Recent Users
550,5,2206,4546.57,3,2,1,321,Price Sensitive
551,4,2344,3722.38,2,1,1,211,Other
552,4,2351,2960.2700000000004,2,1,1,211,Other
553,6,2211,6913.18,3,2,2,322,Recent Users
554,3,2230,2306.3799999999997,3,1,1,311,Can't Loose Customers
555,4,2357,5261.73,2,1,2,212,Other
556,5,2201,6960.33,3,2,2,322,Recent Users
557,2,2373,1834.45,2,1,1,211,Other
558,7,2227,6984.320000000001,3,2,2,322,Recent Users
559,4,2198,4129.68,3,1,1,311,Can't Loose Customers
560,6,2233,7033.26,3,2,2,322,Recent Users
561,6,2220,5776.22,3,2,2,322,Recent Users
562,5,2228,3686.94,3,2,1,321,Price Sensitive
563,7,2225,5492.75,3,2,2,322,Recent Users
564,6,2203,7415.54,3,2,2,322,Recent Users
565,10,2296,12454.34,2,3,3,233,Potential Loyalists
566,3,2244,2893.23,3,1,1,311,Can't Loose Customers
567,4,2252,1621.62,3,1,1,311,Can't Loose Customers
568,7,2283,5025.95,3,2,2,322,Recent Users
569,4,2290,7560.33,3,1,2,312,Other
570,6,2227,6987.99,3,2,2,322,Recent Users
571,3,2264,3718.5299999999997,3,1,1,311,Can't Loose Customers
572,6,2205,5372.65,3,2,2,322,Recent Users
573,2,2297,2449.81,2,1,1,211,Other
574,4,2469,4757.79,1,1,1,111,Lost Customers
575,2,2440,1998.31,1,1,1,111,Lost Customers
576,6,2199,9475.42,3,2,2,322,Recent Users
577,11,2194,10515.0,3,3,3,333,Champions
578,7,2391,6301.1,2,2,2,222,Loyal Customers
579,9,2244,10450.34,3,3,3,333,Champions
580,5,2216,4456.28,3,2,1,321,Price Sensitive
581,4,2245,5597.1900000000005,3,1,2,312,Other
582,4,2341,4163.0599999999995,2,1,1,211,Other
583,4,2223,4129.98,3,1,1,311,Can't Loose Customers
584,4,2324,3399.5199999999995,2,1,1,211,Other
585,7,2289,8197.14,3,2,2,322,Recent Users
586,4,2282,5603.92,3,1,2,312,Other
587,7,2245,8623.87,3,2,2,322,Recent Users
588,5,2211,6053.33,3,2,2,322,Recent Users
589,3,2202,3259.93,3,1,1,311,Can't Loose Customers
590,12,2235,14475.62,3,3,3,333,Champions
591,2,2413,1083.8,1,1,1,111,Lost Customers
592,4,2391,3192.94,2,1,1,211,Other
593,6,2193,5682.77,3,2,2,322,Recent Users
594,9,2225,11996.12,3,3,3,333,Champions
595,3,2376,3268.42,2,1,1,211,Other
596,3,2277,4864.71,3,1,1,311,Can't Loose Customers
597,5,2253,4299.400000000001,3,2,1,321,Price Sensitive
598,7,2323,5976.1900000000005,2,2,2,222,Loyal Customers
599,5,2307,7250.75,2,2,2,222,Loyal Customers
600,3,2398,3893.54,2,1,1,211,Other
601,5,2250,5216.139999999999,3,2,2,322,Recent Users
602,5,2269,5591.28,3,2,2,322,Recent Users
603,7,2241,8284.07,3,2,2,322,Recent Users
604,6,2261,8162.76,3,2,2,322,Recent Users
605,8,2194,9180.130000000001,3,2,2,322,Recent Users
606,6,2247,6229.09,3,2,2,322,Recent Users
607,10,2250,12940.99,3,3,3,333,Champions
608,8,2277,9260.29,3,2,2,322,Recent Users
609,4,2228,3937.44,3,1,1,311,Can't Loose Customers
610,9,2238,8135.95,3,3,2,332,Other
611,8,2195,10622.380000000001,3,2,3,323,Other
612,5,2193,5581.03,3,2,2,322,Recent Users
613,6,2195,5898.85,3,2,2,322,Recent Users
614,9,2210,8557.0,3,3,2,332,Other
615,4,2234,6230.81,3,1,2,312,Other
616,4,2284,5439.8099999999995,3,1,2,312,Other
617,4,2212,3343.8599999999997,3,1,1,311,Can't Loose Customers
618,2,2500,2207.71,1,1,1,111,Lost Customers
619,7,2257,7042.71,3,2,2,322,Recent Users
620,8,2295,5422.25,2,2,2,222,Loyal Customers
621,9,2194,11872.470000000001,3,3,3,333,Champions
622,3,2458,4498.0,1,1,1,111,Lost Customers
623,3,2285,5060.18,3,1,2,312,Other
624,3,2282,5079.93,3,1,2,312,Other
625,6,2208,5688.67,3,2,2,322,Recent Users
626,9,2246,8102.299999999999,3,3,2,332,Other
627,5,2250,6786.53,3,2,2,322,Recent Users
628,5,2246,5519.54,3,2,2,322,Recent Users
629,8,2256,6490.53,3,2,2,322,Recent Users
630,7,2245,9406.55,3,2,2,322,Recent Users
631,6,2208,3211.98,3,2,1,321,Price Sensitive
632,3,2233,3911.85,3,1,1,311,Can't Loose Customers
633,7,2193,7054.02,3,2,2,322,Recent Users
634,8,2209,7951.04,3,2,2,322,Recent Users
635,6,2231,3988.82,3,2,1,321,Price Sensitive
636,7,2211,7808.71,3,2,2,322,Recent Users
637,13,2199,13899.73,3,3,3,333,Champions
638,8,2252,10198.93,3,2,3,323,Other
639,6,2200,5831.55,3,2,2,322,Recent Users
640,8,2202,11141.29,3,2,3,323,Other
641,4,2394,3853.34,2,1,1,211,Other
642,7,2216,5304.37,3,2,2,322,Recent Users
643,4,2389,5034.78,2,1,2,212,Other
644,3,2349,1808.74,2,1,1,211,Other
645,7,2308,9008.59,2,2,2,222,Loyal Customers
646,4,2302,4809.5199999999995,2,1,1,211,Other
647,9,2234,10703.609999999999,3,3,3,333,Champions
648,7,2249,8410.93,3,2,2,322,Recent Users
649,5,2203,1718.19,3,2,1,321,Price Sensitive
650,6,2242,7082.77,3,2,2,322,Recent Users
651,3,2210,5028.17,3,1,2,312,Other
652,9,2197,10240.87,3,3,3,333,Champions
653,5,2229,4502.58,3,2,1,321,Price Sensitive
654,4,2220,4666.55,3,1,1,311,Can't Loose Customers
655,6,2243,8876.49,3,2,2,322,Recent Users
656,8,2202,8438.35,3,2,2,322,Recent Users
657,6,2268,6640.48,3,2,2,322,Recent Users
658,5,2289,5305.31,3,2,2,322,Recent Users
659,3,2338,5140.610000000001,2,1,2,212,Other
660,4,2204,5360.139999999999,3,1,2,312,Other
661,6,2226,5564.07,3,2,2,322,Recent Users
662,7,2278,6635.87,3,2,2,322,Recent Users
663,4,2265,5447.21,3,1,2,312,Other
664,5,2276,3998.82,3,2,1,321,Price Sensitive
665,8,2277,9143.6,3,2,2,322,Recent Users
666,5,2233,5173.84,3,2,2,322,Recent Users
667,5,2211,5826.33,3,2,2,322,Recent Users
668,7,2198,7399.77,3,2,2,322,Recent Users
669,11,2200,12187.939999999999,3,3,3,333,Champions
670,4,2308,4078.4,2,1,1,211,Other
671,6,2254,7450.68,3,2,2,322,Recent Users
672,3,2242,4786.22,3,1,1,311,Can't Loose Customers
673,5,2194,3435.2200000000003,3,2,1,321,Price Sensitive
674,6,2307,6404.85,2,2,2,222,Loyal Customers
675,3,2192,4204.51,3,1,1,311,Can't Loose Customers
676,6,2225,6739.82,3,2,2,322,Recent Users
677,5,2263,3703.87,3,2,1,321,Price Sensitive
678,4,2286,3152.34,3,1,1,311,Can't Loose Customers
679,10,2254,8300.07,3,3,2,332,Other
680,4,2206,5597.05,3,1,2,312,Other
681,6,2199,5888.74,3,2,2,322,Recent Users
682,7,2212,8280.35,3,2,2,322,Recent Users
683,5,2207,5616.71,3,2,2,322,Recent Users
684,8,2234,6011.92,3,2,2,322,Recent Users
685,6,2294,9271.630000000001,2,2,2,222,Loyal Customers
686,5,2229,4622.87,3,2,1,321,Price Sensitive
687,6,2200,2828.68,3,2,1,321,Price Sensitive
688,4,2273,5647.04,3,1,2,312,Other
689,3,2204,3614.25,3,1,1,311,Can't Loose Customers
690,6,2256,6516.74,3,2,2,322,Recent Users
691,8,2231,9841.22,3,2,2,322,Recent Users
692,9,2242,8189.47,3,3,2,332,Other
693,5,2202,6667.92,3,2,2,322,Recent Users
694,5,2199,4359.78,3,2,1,321,Price Sensitive
695,8,2208,10407.64,3,2,3,323,Other
696,7,2213,4822.78,3,2,1,321,Price Sensitive
697,4,2203,5888.76,3,1,2,312,Other
698,3,2268,3362.66,3,1,1,311,Can't Loose Customers
699,3,2247,2655.81,3,1,1,311,Can't Loose Customers
700,8,2298,7960.03,2,2,2,222,Loyal Customers
701,6,2224,6285.29,3,2,2,322,Recent Users
702,3,2254,3825.6600000000003,3,1,1,311,Can't Loose Customers
703,5,2193,7301.150000000001,3,2,2,322,Recent Users
704,10,2202,10881.81,3,3,3,333,Champions
705,5,2203,3745.1800000000003,3,2,1,321,Price Sensitive
706,6,2222,10040.5,3,2,3,323,Other
707,6,2236,7563.61,3,2,2,322,Recent Users
708,3,2367,3149.0299999999997,2,1,1,211,Other
709,5,2338,5948.8099999999995,2,2,2,222,Loyal Customers
710,7,2231,9823.81,3,2,2,322,Recent Users
711,4,2275,3784.83,3,1,1,311,Can't Loose Customers
712,8,2253,9223.66,3,2,2,322,Recent Users
713,4,2447,4564.42,1,1,1,111,Lost Customers
714,11,2251,10441.09,3,3,3,333,Champions
715,3,2350,4278.66,2,1,1,211,Other
716,6,2204,6680.78,3,2,2,322,Recent Users
717,6,2206,4696.91,3,2,1,321,Price Sensitive
718,8,2226,6777.43,3,2,2,322,Recent Users
719,9,2203,12020.0,3,3,3,333,Champions
720,10,2212,13004.35,3,3,3,333,Champions
721,7,2196,8883.609999999999,3,2,2,322,Recent Users
722,5,2279,6548.61,3,2,2,322,Recent Users
723,8,2207,7012.59,3,2,2,322,Recent Users
724,8,2215,9812.699999999999,3,2,2,322,Recent Users
725,11,2195,13048.82,3,3,3,333,Champions
726,3,2246,5134.71,3,1,2,312,Other
727,6,2253,8768.09,3,2,2,322,Recent Users
728,9,2217,10919.45,3,3,3,333,Champions
729,10,2193,15826.0,3,3,3,333,Champions
730,7,2206,6529.49,3,2,2,322,Recent Users
731,6,2217,6259.200000000001,3,2,2,322,Recent Users
732,5,2256,6099.150000000001,3,2,2,322,Recent Users
733,10,2238,14532.51,3,3,3,333,Champions
734,3,2281,3346.12,3,1,1,311,Can't Loose Customers
735,4,2279,6814.03,3,1,2,312,Other
736,6,2203,5999.719999999999,3,2,2,322,Recent Users
737,7,2246,7386.14,3,2,2,322,Recent Users
738,8,2261,8764.37,3,2,2,322,Recent Users
739,10,2193,9430.63,3,3,2,332,Other
740,4,2253,6155.53,3,1,2,312,Other
741,5,2340,3482.3,2,2,1,221,Other
742,6,2202,6918.96,3,2,2,322,Recent Users
743,5,2281,6065.4400000000005,3,2,2,322,Recent Users
744,5,2215,4149.55,3,2,1,321,Price Sensitive
745,4,2203,2697.98,3,1,1,311,Can't Loose Customers
746,6,2235,4853.96,3,2,1,321,Price Sensitive
747,2,2227,1801.98,3,1,1,311,Can't Loose Customers
748,9,2238,8538.05,3,3,2,332,Other
749,9,2272,7591.94,3,3,2,332,Other
750,6,2250,7506.73,3,2,2,322,Recent Users
751,2,2322,386.48,2,1,1,211,Other
752,8,2212,8004.32,3,2,2,322,Recent Users
753,8,2207,11935.380000000001,3,2,3,323,Other
754,2,2402,814.03,2,1,1,211,Other
755,3,2287,2071.7799999999997,3,1,1,311,Can't Loose Customers
756,6,2217,3859.17,3,2,1,321,Price Sensitive
757,5,2264,3967.6,3,2,1,321,Price Sensitive
758,2,2219,651.02,3,1,1,311,Can't Loose Customers
759,9,2215,8217.14,3,3,2,332,Other
760,9,2218,8569.289999999999,3,3,2,332,Other
761,5,2337,6483.68,2,2,2,222,Loyal Customers
762,5,2277,3989.6800000000003,3,2,1,321,Price Sensitive
763,6,2266,6989.88,3,2,2,322,Recent Users
764,4,2271,4122.42,3,1,1,311,Can't Loose Customers
765,10,2216,8794.98,3,3,2,332,Other
766,6,2208,4962.24,3,2,1,321,Price Sensitive
767,5,2234,6197.59,3,2,2,322,Recent Users
768,9,2197,9425.52,3,3,2,332,Other
769,8,2211,9694.79,3,2,2,322,Recent Users
770,6,2241,6789.790000000001,3,2,2,322,Recent Users
771,6,2316,5901.7,2,2,2,222,Loyal Customers
772,6,2194,8421.58,3,2,2,322,Recent Users
773,8,2264,10334.68,3,2,3,323,Other
774,1,2335,1311.44,2,1,1,211,Other
775,7,2250,6985.21,3,2,2,322,Recent Users
776,9,2205,9151.17,3,3,2,332,Other
777,6,2219,5113.99,3,2,2,322,Recent Users
778,5,2225,6292.889999999999,3,2,2,322,Recent Users
779,5,2274,4372.34,3,2,1,321,Price Sensitive
780,3,2280,3499.7200000000003,3,1,1,311,Can't Loose Customers
781,5,2317,3763.4600000000005,2,2,1,221,Other
782,6,2217,10216.48,3,2,3,323,Other
783,5,2288,6170.6,3,2,2,322,Recent Users
784,2,2335,760.18,2,1,1,211,Other
785,6,2210,4304.54,3,2,1,321,Price Sensitive
786,7,2201,7114.27,3,2,2,322,Recent Users
787,10,2267,11292.54,3,3,3,333,Champions
788,7,2231,8089.72,3,2,2,322,Recent Users
789,8,2196,4497.3,3,2,1,321,Price Sensitive
790,8,2206,9306.61,3,2,2,322,Recent Users
791,6,2315,6605.22,2,2,2,222,Loyal Customers
792,6,2209,6907.9,3,2,2,322,Recent Users
793,10,2193,12116.11,3,3,3,333,Champions
794,7,2214,7832.74,3,2,2,322,Recent Users
795,5,2210,5980.89,3,2,2,322,Recent Users
796,7,2198,6097.05,3,2,2,322,Recent Users
797,4,2213,4668.49,3,1,1,311,Can't Loose Customers
798,3,2213,4285.05,3,1,1,311,Can't Loose Customers
799,11,2202,14399.89,3,3,3,333,Champions
800,6,2277,6283.9,3,2,2,322,Recent Users
801,2,2374,1074.8,2,1,1,211,Other
802,6,2287,7508.74,3,2,2,322,Recent Users
803,6,2258,3818.25,3,2,1,321,Price Sensitive
804,3,2233,3480.5,3,1,1,311,Can't Loose Customers
805,6,2314,6966.17,2,2,2,222,Loyal Customers
806,4,2223,4854.46,3,1,1,311,Can't Loose Customers
807,4,2272,4367.13,3,1,1,311,Can't Loose Customers
808,3,2315,3676.8199999999997,2,1,1,211,Other
809,4,2237,3653.47,3,1,1,311,Can't Loose Customers
810,4,2260,4539.42,3,1,1,311,Can't Loose Customers
811,4,2366,2483.69,2,1,1,211,Other
812,3,2389,2694.8900000000003,2,1,1,211,Other
813,5,2242,4386.05,3,2,1,321,Price Sensitive
814,3,2240,4661.23,3,1,1,311,Can't Loose Customers
815,6,2219,7646.77,3,2,2,322,Recent Users
816,4,2245,2934.97,3,1,1,311,Can't Loose Customers
817,5,2208,5340.0,3,2,2,322,Recent Users
818,6,2232,6141.46,3,2,2,322,Recent Users
819,5,2235,5033.21,3,2,2,322,Recent Users
820,10,2195,8742.57,3,3,2,332,Other
821,5,2225,4826.39,3,2,1,321,Price Sensitive
822,1,2520,2005.66,1,1,1,111,Lost Customers
823,6,2215,9755.81,3,2,2,322,Recent Users
824,4,2201,6017.27,3,1,2,312,Other
825,8,2202,6046.6900000000005,3,2,2,322,Recent Users
826,4,2196,4829.57,3,1,1,311,Can't Loose Customers
827,8,2241,9051.45,3,2,2,322,Recent Users
828,5,2271,3777.5299999999997,3,2,1,321,Price Sensitive
829,6,2204,9236.19,3,2,2,322,Recent Users
830,6,2341,6106.9400000000005,2,2,2,222,Loyal Customers
831,5,2203,4245.84,3,2,1,321,Price Sensitive
832,12,2209,13562.13,3,3,3,333,Champions
833,8,2217,8852.31,3,2,2,322,Recent Users
834,4,2210,3595.5299999999997,3,1,1,311,Can't Loose Customers
835,8,2199,8541.23,3,2,2,322,Recent Users
836,4,2264,3562.2,3,1,1,311,Can't Loose Customers
837,3,2349,3406.25,2,1,1,211,Other
838,4,2233,3724.8199999999997,3,1,1,311,Can't Loose Customers
839,4,2298,2550.73,2,1,1,211,Other
840,6,2230,8144.96,3,2,2,322,Recent Users
841,7,2342,10936.2,2,2,3,223,Other
842,4,2247,3639.46,3,1,1,311,Can't Loose Customers
843,6,2194,4090.19,3,2,1,321,Price Sensitive
844,9,2223,12523.55,3,3,3,333,Champions
845,4,2289,3639.43,3,1,1,311,Can't Loose Customers
846,3,2274,4385.62,3,1,1,311,Can't Loose Customers
847,5,2306,5363.83,2,2,2,222,Loyal Customers
848,4,2332,4711.04,2,1,1,211,Other
849,6,2219,6086.66,3,2,2,322,Recent Users
850,8,2226,7476.79,3,2,2,322,Recent Users
851,4,2201,5347.0,3,1,2,312,Other
853,9,2256,12711.369999999999,3,3,3,333,Champions
854,4,2200,3992.51,3,1,1,311,Can't Loose Customers
855,4,2296,7241.66,2,1,2,212,Other
856,7,2193,6845.04,3,2,2,322,Recent Users
857,5,2216,6692.93,3,2,2,322,Recent Users
858,6,2203,5654.55,3,2,2,322,Recent Users
859,6,2210,6979.780000000001,3,2,2,322,Recent Users
860,4,2283,7381.19,3,1,2,312,Other
861,5,2246,5226.41,3,2,2,322,Recent Users
862,1,2246,774.53,3,1,1,311,Can't Loose Customers
863,4,2261,2288.23,3,1,1,311,Can't Loose Customers
864,6,2238,8911.39,3,2,2,322,Recent Users
865,7,2313,7192.900000000001,2,2,2,222,Loyal Customers
866,5,2290,7599.92,3,2,2,322,Recent Users
867,6,2485,7947.42,1,2,2,122,Hibernating
868,6,2275,7529.639999999999,3,2,2,322,Recent Users
870,8,2253,6364.29,3,2,2,322,Recent Users
871,8,2246,8700.560000000001,3,2,2,322,Recent Users
872,1,2363,290.62,2,1,1,211,Other
873,5,2223,4426.2,3,2,1,321,Price Sensitive
874,8,2238,8569.99,3,2,2,322,Recent Users
875,6,2255,6933.69,3,2,2,322,Recent Users
876,3,2208,2732.4700000000003,3,1,1,311,Can't Loose Customers
877,9,2209,9182.89,3,3,2,332,Other
878,3,2271,4531.79,3,1,1,311,Can't Loose Customers
879,4,2268,3356.34,3,1,1,311,Can't Loose Customers
880,3,2254,4774.51,3,1,1,311,Can't Loose Customers
881,3,2339,5353.86,2,1,2,212,Other
882,5,2304,6628.360000000001,2,2,2,222,Loyal Customers
883,4,2239,2114.02,3,1,1,311,Can't Loose Customers
884,6,2193,10922.09,3,2,3,323,Other
885,3,2199,3628.9399999999996,3,1,1,311,Can't Loose Customers
886,7,2193,9025.03,3,2,2,322,Recent Users
887,8,2231,10938.66,3,2,3,323,Other
888,5,2260,5750.62,3,2,2,322,Recent Users
889,5,2228,4366.950000000001,3,2,1,321,Price Sensitive
890,4,2357,4485.6,2,1,1,211,Other
891,5,2204,6442.05,3,2,2,322,Recent Users
892,10,2282,9618.64,3,3,2,332,Other
893,7,2267,9202.85,3,2,2,322,Recent Users
894,8,2240,7512.48,3,2,2,322,Recent Users
895,3,2253,2714.21,3,1,1,311,Can't Loose Customers
896,4,2230,4448.32,3,1,1,311,Can't Loose Customers
897,8,2290,9629.18,3,2,2,322,Recent Users
898,1,2397,478.16,2,1,1,211,Other
899,6,2241,4240.0599999999995,3,2,1,321,Price Sensitive
900,4,2204,2446.44,3,1,1,311,Can't Loose Customers
901,4,2274,6948.22,3,1,2,312,Other
902,9,2206,9408.53,3,3,2,332,Other
903,9,2208,10102.58,3,3,3,333,Champions
904,4,2229,5063.82,3,1,2,312,Other
905,8,2297,6801.49,2,2,2,222,Loyal Customers
906,9,2208,12920.289999999999,3,3,3,333,Champions
907,7,2218,3448.87,3,2,1,321,Price Sensitive
908,7,2196,4679.15,3,2,1,321,Price Sensitive
909,5,2381,8560.51,2,2,2,222,Loyal Customers
910,2,2464,1932.55,1,1,1,111,Lost Customers
911,5,2248,3792.6,3,2,1,321,Price Sensitive
912,7,2232,7206.52,3,2,2,322,Recent Users
913,5,2255,5573.5,3,2,2,322,Recent Users
914,5,2298,5533.82,2,2,2,222,Loyal Customers
915,5,2220,4802.6,3,2,1,321,Price Sensitive
916,5,2228,5850.91,3,2,2,322,Recent Users
917,8,2227,7452.88,3,2,2,322,Recent Users
918,6,2208,6040.75,3,2,2,322,Recent Users
919,9,2272,10701.04,3,3,3,333,Champions
920,6,2282,6259.75,3,2,2,322,Recent Users
921,8,2236,11852.14,3,2,3,323,Other
922,2,2380,1768.82,2,1,1,211,Other
923,7,2224,6019.1900000000005,3,2,2,322,Recent Users
924,9,2301,8254.23,2,3,2,232,Other
925,10,2204,10850.689999999999,3,3,3,333,Champions
926,6,2204,5627.58,3,2,2,322,Recent Users
927,3,2487,3712.1099999999997,1,1,1,111,Lost Customers
928,8,2203,6370.69,3,2,2,322,Recent Users
929,5,2248,4985.79,3,2,1,321,Price Sensitive
930,3,2213,3196.47,3,1,1,311,Can't Loose Customers
931,5,2262,6046.89,3,2,2,322,Recent Users
932,6,2195,4854.48,3,2,1,321,Price Sensitive
933,5,2192,7598.65,3,2,2,322,Recent Users
934,8,2192,9379.6,3,2,2,322,Recent Users
935,7,2245,8652.22,3,2,2,322,Recent Users
936,12,2224,17160.24,3,3,3,333,Champions
937,5,2207,4550.33,3,2,1,321,Price Sensitive
938,9,2253,7675.22,3,3,2,332,Other
939,4,2223,5121.02,3,1,2,312,Other
940,5,2244,6172.42,3,2,2,322,Recent Users
941,10,2225,17898.46,3,3,3,333,Champions
942,4,2335,4111.12,2,1,1,211,Other
943,7,2304,9442.1,2,2,2,222,Loyal Customers
944,8,2277,4915.05,3,2,1,321,Price Sensitive
945,7,2206,9247.25,3,2,2,322,Recent Users
946,8,2194,10866.75,3,2,3,323,Other
947,6,2272,6685.68,3,2,2,322,Recent Users
948,3,2292,3541.6,2,1,1,211,Other
949,6,2280,6945.2699999999995,3,2,2,322,Recent Users
950,7,2224,8329.7,3,2,2,322,Recent Users
951,6,2198,4934.83,3,2,1,321,Price Sensitive
952,5,2238,6239.17,3,2,2,322,Recent Users
953,9,2203,10996.0,3,3,3,333,Champions
954,4,2305,5686.3099999999995,2,1,2,212,Other
955,7,2205,3915.94,3,2,1,321,Price Sensitive
956,3,2365,3675.74,2,1,1,211,Other
957,5,2230,4868.3,3,2,1,321,Price Sensitive
958,6,2226,5470.129999999999,3,2,2,322,Recent Users
959,6,2268,5701.85,3,2,2,322,Recent Users
960,4,2270,5971.35,3,1,2,312,Other
961,4,2256,4158.360000000001,3,1,1,311,Can't Loose Customers
962,7,2194,5930.2699999999995,3,2,2,322,Recent Users
963,12,2252,12068.12,3,3,3,333,Champions
964,5,2193,4224.59,3,2,1,321,Price Sensitive
965,4,2252,5232.65,3,1,2,312,Other
966,4,2205,1885.61,3,1,1,311,Can't Loose Customers
967,4,2258,5974.77,3,1,2,312,Other
968,8,2227,10289.75,3,2,3,323,Other
969,5,2209,6968.38,3,2,2,322,Recent Users
970,5,2225,6237.67,3,2,2,322,Recent Users
971,5,2240,5862.57,3,2,2,322,Recent Users
972,2,2367,3318.8099999999995,2,1,1,211,Other
973,8,2200,12724.26,3,2,3,323,Other
974,6,2198,6929.71,3,2,2,322,Recent Users
975,9,2202,9499.82,3,3,2,332,Other
976,6,2362,6710.5599999999995,2,2,2,222,Loyal Customers
977,5,2233,5149.34,3,2,2,322,Recent Users
978,5,2384,4373.97,2,2,1,221,Other
979,5,2197,7486.82,3,2,2,322,Recent Users
980,5,2369,6299.04,2,2,2,222,Loyal Customers
981,7,2217,9042.05,3,2,2,322,Recent Users
982,6,2247,2794.7500000000005,3,2,1,321,Price Sensitive
983,8,2193,9637.26,3,2,2,322,Recent Users
984,8,2248,6208.719999999999,3,2,2,322,Recent Users
985,4,2206,5554.1900000000005,3,1,2,312,Other
986,8,2267,8673.32,3,2,2,322,Recent Users
987,8,2214,8979.65,3,2,2,322,Recent Users
988,2,2304,769.14,2,1,1,211,Other
989,6,2217,6782.12,3,2,2,322,Recent Users
990,7,2203,8441.6,3,2,2,322,Recent Users
991,6,2339,7774.3,2,2,2,222,Loyal Customers
992,2,2287,2986.45,3,1,1,311,Can't Loose Customers
993,9,2192,8086.79,3,3,2,332,Other
994,5,2234,3901.01,3,2,1,321,Price Sensitive
995,7,2203,9379.039999999999,3,2,2,322,Recent Users
996,6,2255,7713.16,3,2,2,322,Recent Users
997,7,2251,6397.73,3,2,2,322,Recent Users
998,2,2513,1565.5500000000002,1,1,1,111,Lost Customers
999,10,2246,14662.14,3,3,3,333,Champions
1000,9,2192,10183.7,3,3,3,333,Champions
1001,7,2234,6233.51,3,2,2,322,Recent Users
1002,4,2347,5038.32,2,1,2,212,Other
1003,9,2239,9111.19,3,3,2,332,Other
1004,6,2395,8437.87,2,2,2,222,Loyal Customers
1005,5,2351,7863.76,2,2,2,222,Loyal Customers
1006,8,2229,9481.25,3,2,2,322,Recent Users
1007,7,2212,8532.46,3,2,2,322,Recent Users
1008,4,2209,5409.6900000000005,3,1,2,312,Other
1009,5,2246,5787.36,3,2,2,322,Recent Users
1010,4,2318,2816.75,2,1,1,211,Other
1011,3,2434,3940.1800000000003,1,1,1,111,Lost Customers
1012,4,2201,5094.62,3,1,2,312,Other
1013,6,2287,7207.57,3,2,2,322,Recent Users
1014,7,2196,6269.75,3,2,2,322,Recent Users
1015,6,2218,7096.79,3,2,2,322,Recent Users
1016,6,2258,5697.8,3,2,2,322,Recent Users
1017,3,2418,5234.68,1,1,2,112,About to Sleep
1018,5,2218,6164.88,3,2,2,322,Recent Users
1019,5,2234,5805.35,3,2,2,322,Recent Users
1020,4,2281,4075.21,3,1,1,311,Can't Loose Customers
1021,8,2220,9624.45,3,2,2,322,Recent Users
1022,5,2275,8161.4,3,2,2,322,Recent Users
1023,2,2317,1579.3899999999999,2,1,1,211,Other
1024,8,2226,9592.029999999999,3,2,2,322,Recent Users
1025,8,2252,8141.29,3,2,2,322,Recent Users
1026,7,2221,5413.76,3,2,2,322,Recent Users
1027,6,2216,6580.15,3,2,2,322,Recent Users
1028,7,2200,12001.41,3,2,3,323,Other
1029,6,2222,6223.08,3,2,2,322,Recent Users
1030,8,2231,10951.8,3,2,3,323,Other
1031,3,2238,2352.9300000000003,3,1,1,311,Can't Loose Customers
1032,8,2222,6902.84,3,2,2,322,Recent Users
1033,9,2206,12744.87,3,3,3,333,Champions
1034,2,2296,1819.46,2,1,1,211,Other
1035,3,2205,1327.0600000000002,3,1,1,311,Can't Loose Customers
1036,5,2354,7125.26,2,2,2,222,Loyal Customers
1037,8,2265,6925.18,3,2,2,322,Recent Users
1038,4,2204,6144.11,3,1,2,312,Other
1039,7,2244,9522.77,3,2,2,322,Recent Users
1040,4,2353,4072.65,2,1,1,211,Other
1041,4,2212,4271.03,3,1,1,311,Can't Loose Customers
1042,3,2227,4585.77,3,1,1,311,Can't Loose Customers
1043,10,2322,14313.43,2,3,3,233,Potential Loyalists
1044,5,2304,4616.29,2,2,1,221,Other
1045,3,2305,4405.6,2,1,1,211,Other
1046,5,2244,3846.1,3,2,1,321,Price Sensitive
1047,8,2249,6874.87,3,2,2,322,Recent Users
1048,7,2325,6677.74,2,2,2,222,Loyal Customers
1049,10,2224,11130.050000000001,3,3,3,333,Champions
1050,6,2218,4722.12,3,2,1,321,Price Sensitive
1051,5,2371,4878.8099999999995,2,2,1,221,Other
1052,6,2192,8478.41,3,2,2,322,Recent Users
1053,3,2331,3482.79,2,1,1,211,Other
